autarky,bat_power_in,bat_power_out,consumed_production,consumption,grid_power_in,grid_power_out,stateOfCharge,solarProduction,startDatetime
0.7092,0.55,0.0,0.07,0.06,0.02,0.02,0.5885,0.66,2023-07-29 10:30:00
0.7917,0.21,0.02,0.08,0.1,0.02,0.02,0.602,0.34,2023-07-29 10:45:00
0.6775,0.84,0.0,0.06,0.06,0.02,0.02,0.6728,0.97,2023-07-29 11:00:00
0.8356,0.89,0.0,0.09,0.12,0.02,0.02,0.747,1.07,2023-07-29 11:15:00
0.9426,0.53,0.0,0.09,0.38,0.02,0.02,0.7908,0.98,2023-07-29 11:30:00
0.9648,0.14,0.0,0.1,0.44,0.02,0.02,0.8043,0.64,2023-07-29 11:45:00
0.9524,0.69,0.0,0.09,0.46,0.03,0.02,0.8583,1.22,2023-07-29 12:00:00
0.9599,0.36,0.0,0.1,0.4,0.02,0.02,0.8886,0.81,2023-07-29 12:15:00
0.971,0.06,0.21,0.1,0.55,0.02,0.02,0.8751,0.43,2023-07-29 12:30:00
0.913,0.55,0.05,0.09,0.21,0.03,0.02,0.9156,0.77,2023-07-29 12:45:00
0.7852,1.06,0.0,0.08,0.09,0.02,0.02,0.9999,1.22,2023-07-29 13:00:00
0.7596,0.71,0.0,0.08,0.08,0.02,0.02,0.9999,0.86,2023-07-29 13:15:00
0.7825,0.06,0.0,0.08,0.07,0.02,0.02,1.0,0.18,2023-07-29 13:30:00
0.7753,0.01,0.0,0.08,0.07,0.02,0.02,1.0,0.12,2023-07-29 13:45:00
0.8213,0.01,0.0,0.08,0.09,0.02,0.02,1.0,0.13,2023-07-29 14:00:00
0.7719,0.01,0.0,0.08,0.07,0.02,0.02,1.0,0.11,2023-07-29 14:15:00
0.8722,0.01,0.01,0.09,0.14,0.02,0.02,1.0,0.19,2023-07-29 14:30:00
0.9684,0.0,0.03,0.1,0.63,0.02,0.02,1.0,0.66,2023-07-29 14:45:00
0.9529,0.1,0.02,0.09,0.36,0.02,0.02,1.0,0.5,2023-07-29 15:00:00
0.8602,0.01,0.0,0.08,0.11,0.02,0.02,1.0,0.16,2023-07-29 15:15:00
0.9331,0.0,0.0,0.09,0.1,0.01,0.01,1.0,0.13,2023-07-29 15:30:00
0.9537,0.0,0.0,0.09,0.08,0.01,0.0,1.0,0.12,2023-07-29 15:45:00
0.9487,0.0,0.0,0.09,0.07,0.01,0.0,1.0,0.1,2023-07-29 16:00:00
0.973,0.0,0.09,0.1,0.29,0.0,0.01,1.0,0.23,2023-07-29 16:15:00
0.9588,0.01,0.23,0.1,0.63,0.01,0.03,0.9999,0.42,2023-07-29 16:30:00
0.8205,0.27,0.03,0.09,0.2,0.01,0.04,0.9999,0.47,2023-07-29 16:45:00
0.8,0.14,0.02,0.09,0.19,0.02,0.04,1.0,0.34,2023-07-29 17:00:00
0.818,0.0,0.04,0.09,0.21,0.03,0.04,1.0,0.21,2023-07-29 17:15:00
0.8255,0.0,0.01,0.09,0.23,0.03,0.04,1.0,0.26,2023-07-29 17:30:00
0.8122,0.0,0.01,0.09,0.25,0.03,0.05,1.0,0.27,2023-07-29 17:45:00
0.8242,0.0,0.02,0.09,0.26,0.03,0.05,1.0,0.26,2023-07-29 18:00:00
0.9332,0.13,0.05,0.1,0.51,0.02,0.03,1.0,0.63,2023-07-29 18:15:00
0.923,0.1,0.07,0.1,0.55,0.02,0.04,0.9999,0.61,2023-07-29 18:30:00
0.9078,0.01,0.08,0.09,0.52,0.04,0.05,0.9999,0.48,2023-07-29 18:45:00
0.8906,0.12,0.04,0.09,0.36,0.02,0.04,1.0,0.47,2023-07-29 19:00:00
0.9279,0.0,0.03,0.09,0.28,0.02,0.02,1.0,0.28,2023-07-29 19:15:00
0.9897,0.0,0.07,0.1,0.19,0.0,0.0,0.9999,0.16,2023-07-29 19:30:00
0.9905,0.08,0.03,0.1,0.19,0.0,0.0,0.9999,0.29,2023-07-29 19:45:00
0.9917,0.0,0.17,0.1,0.2,0.0,0.0,0.9999,0.07,2023-07-29 20:00:00
0.9959,0.0,0.53,0.1,0.54,0.0,0.0,0.9999,0.05,2023-07-29 20:15:00
0.9958,0.0,0.23,0.1,0.23,0.0,0.0,0.9932,0.03,2023-07-29 20:30:00
0.9977,0.0,0.51,0.1,0.5,0.0,0.0,0.946,0.03,2023-07-29 20:45:00
0.9967,0.0,0.39,0.1,0.37,0.0,0.0,0.9156,0.01,2023-07-29 21:00:00
0.9885,0.0,0.09,0.1,0.07,0.0,0.0,0.9089,0.0,2023-07-29 21:15:00
0.9929,0.0,0.08,0.1,0.06,0.0,0.0,0.9021,0.0,2023-07-29 21:30:00
0.9917,0.0,0.08,0.1,0.06,0.0,0.0,0.892,0.0,2023-07-29 21:45:00
0.9913,0.0,0.08,0.1,0.06,0.0,0.0,0.8853,0.0,2023-07-29 22:00:00
0.9972,0.0,0.55,0.1,0.52,0.0,0.0,0.8347,0.0,2023-07-29 22:15:00
0.9946,0.0,0.17,0.1,0.15,0.0,0.0,0.8212,0.0,2023-07-29 22:30:00
0.9878,0.0,0.09,0.1,0.07,0.0,0.0,0.8178,0.0,2023-07-29 22:45:00
0.9939,0.0,0.1,0.1,0.07,0.0,0.0,0.8077,0.0,2023-07-29 23:00:00
0.9941,0.0,0.09,0.1,0.07,0.0,0.0,0.801,0.0,2023-07-29 23:15:00
0.9917,0.0,0.16,0.1,0.13,0.0,0.0,0.7875,0.0,2023-07-29 23:30:00
0.9934,0.0,0.22,0.1,0.2,0.0,0.0,0.7672,0.0,2023-07-29 23:45:00
0.9952,0.0,0.12,0.1,0.1,0.0,0.0,0.7571,0.0,2023-07-30 00:00:00
0.9262,0.0,0.06,0.1,0.04,0.0,0.0,0.7538,0.0,2023-07-30 00:15:00
0.8713,0.0,0.05,0.1,0.03,0.0,0.0,0.747,0.0,2023-07-30 00:30:00
0.9103,0.0,0.05,0.1,0.03,0.0,0.0,0.7436,0.0,2023-07-30 00:45:00
0.9542,0.0,0.08,0.1,0.06,0.0,0.0,0.7369,0.0,2023-07-30 01:00:00
0.9988,0.0,0.41,0.1,0.39,0.0,0.0,0.6998,0.0,2023-07-30 01:15:00
0.996,0.0,0.17,0.1,0.14,0.0,0.0,0.6863,0.0,2023-07-30 01:30:00
0.9953,0.0,0.09,0.1,0.06,0.0,0.0,0.6796,0.0,2023-07-30 01:45:00
0.9952,0.0,0.08,0.1,0.06,0.0,0.0,0.6728,0.0,2023-07-30 02:00:00
0.9278,0.0,0.06,0.1,0.04,0.0,0.0,0.6661,0.0,2023-07-30 02:15:00
0.9191,0.0,0.06,0.1,0.04,0.0,0.0,0.6593,0.0,2023-07-30 02:30:00
0.9017,0.0,0.05,0.1,0.03,0.0,0.0,0.656,0.0,2023-07-30 02:45:00
0.9009,0.0,0.05,0.1,0.03,0.0,0.0,0.6492,0.0,2023-07-30 03:00:00
0.9252,0.0,0.06,0.1,0.04,0.0,0.0,0.6459,0.0,2023-07-30 03:15:00
0.9212,0.0,0.06,0.1,0.04,0.0,0.0,0.6391,0.0,2023-07-30 03:30:00
0.9852,0.0,0.08,0.1,0.06,0.0,0.0,0.6324,0.0,2023-07-30 03:45:00
0.9942,0.0,0.08,0.1,0.06,0.0,0.0,0.6256,0.0,2023-07-30 04:00:00
0.9937,0.0,0.08,0.1,0.05,0.0,0.0,0.6189,0.0,2023-07-30 04:15:00
0.9952,0.0,0.08,0.1,0.06,0.0,0.0,0.6121,0.0,2023-07-30 04:30:00
0.9332,0.0,0.06,0.1,0.04,0.0,0.0,0.6054,0.0,2023-07-30 04:45:00
0.9128,0.0,0.05,0.1,0.03,0.0,0.0,0.602,0.0,2023-07-30 05:00:00
0.9093,0.0,0.06,0.1,0.03,0.0,0.0,0.5953,0.0,2023-07-30 05:15:00
0.8721,0.0,0.05,0.1,0.03,0.0,0.0,0.5919,0.0,2023-07-30 05:30:00
0.9226,0.0,0.06,0.1,0.04,0.0,0.0,0.5852,0.0,2023-07-30 05:45:00
0.9962,0.0,0.29,0.1,0.27,0.0,0.0,0.5616,0.0,2023-07-30 06:00:00
0.998,0.0,0.42,0.1,0.42,0.0,0.0,0.5245,0.02,2023-07-30 06:15:00
0.9988,0.0,0.36,0.1,0.44,0.0,0.0,0.4907,0.12,2023-07-30 06:30:00
0.9895,0.08,0.01,0.1,0.07,0.0,0.0,0.4975,0.19,2023-07-30 06:45:00
0.9928,0.0,0.03,0.1,0.06,0.0,0.0,0.4941,0.06,2023-07-30 07:00:00
0.9859,0.0,0.0,0.1,0.03,0.0,0.0,0.4941,0.08,2023-07-30 07:15:00
0.9822,0.0,0.01,0.1,0.04,0.0,0.0,0.4941,0.08,2023-07-30 07:30:00
0.9879,0.0,0.0,0.1,0.04,0.0,0.0,0.4907,0.08,2023-07-30 07:45:00
0.9916,0.0,0.0,0.1,0.05,0.0,0.0,0.4874,0.1,2023-07-30 08:00:00
0.9822,0.0,0.0,0.1,0.03,0.0,0.0,0.4907,0.1,2023-07-30 08:15:00
0.9452,0.02,0.05,0.09,0.13,0.01,0.01,0.4874,0.13,2023-07-30 08:30:00
0.9909,0.01,0.02,0.1,0.16,0.0,0.0,0.484,0.18,2023-07-30 08:45:00
0.9716,0.04,0.02,0.1,0.12,0.0,0.0,0.4874,0.18,2023-07-30 09:00:00
0.9933,0.01,0.0,0.1,0.06,0.0,0.0,0.484,0.09,2023-07-30 09:15:00
0.9933,0.0,0.0,0.1,0.06,0.0,0.0,0.484,0.11,2023-07-30 09:30:00
0.9886,0.02,0.0,0.1,0.04,0.0,0.0,0.4874,0.12,2023-07-30 09:45:00
0.9948,0.02,0.09,0.1,0.14,0.0,0.0,0.4806,0.11,2023-07-30 10:00:00
0.998,0.0,0.3,0.1,0.39,0.0,0.0,0.4537,0.12,2023-07-30 10:15:00
0.9834,0.04,0.06,0.1,0.12,0.0,0.0,0.4537,0.14,2023-07-30 10:30:00
0.9884,0.21,0.02,0.1,0.07,0.0,0.0,0.4705,0.31,2023-07-30 10:45:00
0.9429,0.54,0.0,0.09,0.03,0.0,0.0,0.5177,0.63,2023-07-30 11:00:00
0.967,0.42,0.0,0.1,0.04,0.0,0.0,0.5514,0.51,2023-07-30 11:15:00
0.9885,0.43,0.0,0.1,0.06,0.0,0.0,0.5885,0.54,2023-07-30 11:30:00
0.9628,0.59,0.0,0.09,0.06,0.01,0.0,0.6391,0.71,2023-07-30 11:45:00
0.9578,0.9,0.0,0.1,0.05,0.0,0.0,0.7133,1.01,2023-07-30 12:00:00
0.8552,0.7,0.0,0.08,0.04,0.01,0.01,0.7706,0.8,2023-07-30 12:15:00
0.9434,1.4,0.0,0.09,0.04,0.0,0.0,0.8819,1.51,2023-07-30 12:30:00
0.8969,1.29,0.0,0.09,0.04,0.0,0.0,0.9864,1.41,2023-07-30 12:45:00
0.9111,1.09,0.0,0.09,0.03,0.0,0.0,0.9999,1.19,2023-07-30 13:00:00
0.9885,0.06,0.0,0.1,0.03,0.0,0.0,1.0,0.13,2023-07-30 13:15:00
0.9911,0.0,0.0,0.1,0.09,0.0,0.0,1.0,0.12,2023-07-30 13:30:00
0.9887,0.0,0.0,0.1,0.06,0.0,0.0,1.0,0.1,2023-07-30 13:45:00
0.9757,0.0,0.03,0.1,0.31,0.0,0.01,1.0,0.31,2023-07-30 14:00:00
0.9952,0.0,0.45,0.1,0.89,0.0,0.0,0.9999,0.49,2023-07-30 14:15:00
0.9898,0.43,0.06,0.1,0.57,0.01,0.01,0.9999,1.0,2023-07-30 14:30:00
0.9643,0.16,0.0,0.1,0.12,0.0,0.0,1.0,0.32,2023-07-30 14:45:00
0.9778,0.0,0.02,0.1,0.14,0.01,0.0,1.0,0.16,2023-07-30 15:00:00
0.9586,0.0,0.0,0.09,0.08,0.0,0.0,1.0,0.12,2023-07-30 15:15:00
0.9607,0.0,0.0,0.09,0.09,0.01,0.0,1.0,0.12,2023-07-30 15:30:00
0.9608,0.0,0.0,0.09,0.09,0.0,0.0,1.0,0.12,2023-07-30 15:45:00
0.9633,0.0,0.0,0.09,0.08,0.0,0.0,1.0,0.12,2023-07-30 16:00:00
0.959,0.0,0.01,0.09,0.1,0.01,0.0,1.0,0.14,2023-07-30 16:15:00
0.9476,0.0,0.03,0.09,0.41,0.02,0.02,1.0,0.43,2023-07-30 16:30:00
0.9866,0.0,0.0,0.1,0.23,0.0,0.0,1.0,0.26,2023-07-30 16:45:00
0.9894,0.0,0.03,0.1,0.25,0.0,0.0,1.0,0.26,2023-07-30 17:00:00
0.9855,0.0,0.01,0.1,0.26,0.01,0.0,1.0,0.3,2023-07-30 17:15:00
0.9661,0.0,0.04,0.1,0.42,0.01,0.01,1.0,0.43,2023-07-30 17:30:00
0.9208,0.2,0.06,0.09,0.44,0.02,0.03,0.9999,0.61,2023-07-30 17:45:00
0.9943,0.04,0.0,0.1,0.16,0.0,0.0,1.0,0.24,2023-07-30 18:00:00
0.985,0.0,0.03,0.1,0.31,0.01,0.0,1.0,0.33,2023-07-30 18:15:00
0.9836,0.08,0.13,0.1,0.73,0.01,0.01,0.9999,0.72,2023-07-30 18:30:00
0.9658,0.1,0.01,0.09,0.08,0.0,0.0,1.0,0.22,2023-07-30 18:45:00
0.965,0.0,0.03,0.09,0.06,0.0,0.0,1.0,0.07,2023-07-30 19:00:00
0.9819,0.0,0.01,0.09,0.06,0.0,0.0,1.0,0.09,2023-07-30 19:15:00
0.9866,0.0,0.01,0.1,0.06,0.0,0.0,1.0,0.08,2023-07-30 19:30:00
0.9921,0.0,0.01,0.1,0.1,0.0,0.0,1.0,0.13,2023-07-30 19:45:00
0.9958,0.0,0.04,0.1,0.11,0.0,0.0,1.0,0.11,2023-07-30 20:00:00
0.9949,0.0,0.08,0.1,0.1,0.0,0.0,0.9999,0.06,2023-07-30 20:15:00
0.9969,0.0,0.53,0.1,0.52,0.0,0.0,0.9999,0.03,2023-07-30 20:30:00
0.9955,0.0,0.2,0.1,0.19,0.0,0.0,0.9999,0.03,2023-07-30 20:45:00
0.9903,0.0,0.22,0.1,0.19,0.0,0.0,0.9831,0.01,2023-07-30 21:00:00
0.9914,0.0,0.1,0.1,0.08,0.0,0.0,0.9729,0.0,2023-07-30 21:15:00
0.9941,0.0,0.14,0.1,0.12,0.0,0.0,0.9628,0.0,2023-07-30 21:30:00
0.9944,0.0,0.1,0.1,0.07,0.0,0.0,0.9527,0.0,2023-07-30 21:45:00
0.9955,0.0,0.09,0.1,0.07,0.0,0.0,0.946,0.0,2023-07-30 22:00:00
0.9946,0.0,0.08,0.1,0.06,0.0,0.0,0.9392,0.0,2023-07-30 22:15:00
0.9946,0.0,0.08,0.1,0.06,0.0,0.0,0.9325,0.0,2023-07-30 22:30:00
0.9977,0.0,0.33,0.1,0.31,0.0,0.0,0.9021,0.0,2023-07-30 22:45:00
0.9973,0.0,0.3,0.1,0.27,0.0,0.0,0.8751,0.0,2023-07-30 23:00:00
0.9942,0.0,0.07,0.1,0.05,0.0,0.0,0.8718,0.0,2023-07-30 23:15:00
0.9944,0.0,0.08,0.1,0.06,0.0,0.0,0.865,0.0,2023-07-30 23:30:00
0.9946,0.0,0.08,0.1,0.05,0.0,0.0,0.8583,0.0,2023-07-30 23:45:00
0.9942,0.0,0.07,0.1,0.05,0.0,0.0,0.8515,0.0,2023-07-31 00:00:00
0.9929,0.0,0.07,0.1,0.05,0.0,0.0,0.8448,0.0,2023-07-31 00:15:00
0.9947,0.0,0.08,0.1,0.06,0.0,0.0,0.8381,0.0,2023-07-31 00:30:00
0.9943,0.0,0.08,0.1,0.05,0.0,0.0,0.8313,0.0,2023-07-31 00:45:00
0.9941,0.0,0.07,0.1,0.05,0.0,0.0,0.8246,0.0,2023-07-31 01:00:00
0.9934,0.0,0.07,0.1,0.05,0.0,0.0,0.8178,0.0,2023-07-31 01:15:00
0.9948,0.0,0.08,0.1,0.05,0.0,0.0,0.8111,0.0,2023-07-31 01:30:00
0.9944,0.0,0.07,0.1,0.05,0.0,0.0,0.8043,0.0,2023-07-31 01:45:00
0.9938,0.0,0.07,0.1,0.05,0.0,0.0,0.7976,0.0,2023-07-31 02:00:00
0.8729,0.0,0.05,0.1,0.03,0.0,0.0,0.7942,0.0,2023-07-31 02:15:00
0.9181,0.0,0.05,0.1,0.04,0.0,0.0,0.7875,0.0,2023-07-31 02:30:00
0.9133,0.0,0.05,0.1,0.03,0.0,0.0,0.7841,0.0,2023-07-31 02:45:00
0.8941,0.0,0.05,0.1,0.03,0.0,0.0,0.7807,0.0,2023-07-31 03:00:00
0.8719,0.0,0.05,0.1,0.03,0.0,0.0,0.774,0.0,2023-07-31 03:15:00
0.9962,0.0,0.3,0.1,0.28,0.0,0.0,0.7504,0.0,2023-07-31 03:30:00
0.9945,0.0,0.29,0.1,0.27,0.0,0.0,0.7234,0.0,2023-07-31 03:45:00
0.8969,0.0,0.05,0.1,0.03,0.0,0.0,0.72,0.0,2023-07-31 04:00:00
0.9056,0.0,0.06,0.1,0.04,0.0,0.0,0.7133,0.0,2023-07-31 04:15:00
0.9943,0.0,0.08,0.1,0.06,0.0,0.0,0.7065,0.0,2023-07-31 04:30:00
0.9947,0.0,0.08,0.1,0.06,0.0,0.0,0.6998,0.0,2023-07-31 04:45:00
0.9945,0.0,0.08,0.1,0.05,0.0,0.0,0.6931,0.0,2023-07-31 05:00:00
0.9936,0.0,0.07,0.1,0.05,0.0,0.0,0.6863,0.0,2023-07-31 05:15:00
0.9937,0.0,0.07,0.1,0.05,0.0,0.0,0.6796,0.0,2023-07-31 05:30:00
0.9945,0.0,0.08,0.1,0.05,0.0,0.0,0.6728,0.0,2023-07-31 05:45:00
0.9939,0.0,0.07,0.1,0.05,0.0,0.0,0.6661,0.0,2023-07-31 06:00:00
0.9967,0.0,0.35,0.1,0.33,0.0,0.0,0.6357,0.0,2023-07-31 06:15:00
0.9979,0.0,0.44,0.1,0.44,0.0,0.0,0.5953,0.02,2023-07-31 06:30:00
0.9969,0.0,0.36,0.1,0.36,0.0,0.0,0.5649,0.03,2023-07-31 06:45:00
0.9904,0.0,0.07,0.1,0.07,0.0,0.0,0.5582,0.03,2023-07-31 07:00:00
0.9917,0.0,0.04,0.1,0.07,0.0,0.0,0.5548,0.06,2023-07-31 07:15:00
0.9721,0.01,0.06,0.1,0.17,0.0,0.0,0.5481,0.16,2023-07-31 07:30:00
0.992,0.01,0.11,0.1,0.2,0.0,0.0,0.5413,0.14,2023-07-31 07:45:00
0.9899,0.0,0.4,0.1,0.47,0.0,0.0,0.5042,0.11,2023-07-31 08:00:00
0.9917,0.01,0.07,0.1,0.12,0.0,0.0,0.4975,0.1,2023-07-31 08:15:00
0.9867,0.03,0.0,0.1,0.05,0.0,0.0,0.5009,0.13,2023-07-31 08:30:00
0.9872,0.0,0.11,0.1,0.15,0.0,0.0,0.4874,0.07,2023-07-31 08:45:00
0.9893,0.01,0.0,0.1,0.06,0.0,0.0,0.4874,0.1,2023-07-31 09:00:00
0.9882,0.01,0.0,0.1,0.05,0.0,0.0,0.4874,0.11,2023-07-31 09:15:00
0.9888,0.01,0.0,0.1,0.05,0.0,0.0,0.484,0.09,2023-07-31 09:30:00
0.9892,0.0,0.0,0.1,0.05,0.0,0.0,0.484,0.09,2023-07-31 09:45:00
0.9899,0.02,0.0,0.1,0.04,0.0,0.0,0.484,0.11,2023-07-31 10:00:00
0.984,0.11,0.0,0.1,0.04,0.0,0.0,0.4941,0.2,2023-07-31 10:15:00
0.9806,0.2,0.0,0.1,0.06,0.0,0.0,0.5144,0.31,2023-07-31 10:30:00
0.9886,0.28,0.0,0.1,0.07,0.0,0.0,0.5379,0.4,2023-07-31 10:45:00
0.9905,0.23,0.0,0.1,0.07,0.0,0.0,0.5582,0.34,2023-07-31 11:00:00
0.9879,0.26,0.0,0.1,0.06,0.0,0.0,0.5784,0.36,2023-07-31 11:15:00
0.9932,0.28,0.0,0.1,0.06,0.0,0.0,0.602,0.39,2023-07-31 11:30:00
0.9308,0.33,0.0,0.09,0.09,0.01,0.01,0.6324,0.47,2023-07-31 11:45:00
0.9885,0.29,0.0,0.1,0.07,0.0,0.0,0.656,0.41,2023-07-31 12:00:00
0.9911,0.27,0.0,0.1,0.06,0.0,0.0,0.6796,0.38,2023-07-31 12:15:00
0.9863,0.31,0.0,0.1,0.04,0.0,0.0,0.7065,0.41,2023-07-31 12:30:00
0.9757,0.39,0.0,0.1,0.04,0.0,0.0,0.7369,0.48,2023-07-31 12:45:00
0.9808,0.16,0.0,0.1,0.05,0.0,0.0,0.7504,0.26,2023-07-31 13:00:00
0.9285,0.07,0.0,0.09,0.05,0.0,0.0,0.7571,0.16,2023-07-31 13:15:00
0.9795,0.23,0.0,0.1,0.04,0.0,0.0,0.7774,0.32,2023-07-31 13:30:00
0.9859,0.15,0.0,0.1,0.05,0.0,0.0,0.7908,0.25,2023-07-31 13:45:00
0.9852,0.11,0.0,0.1,0.05,0.0,0.0,0.801,0.2,2023-07-31 14:00:00
0.9837,0.03,0.0,0.1,0.05,0.0,0.0,0.8043,0.14,2023-07-31 14:15:00
0.9799,0.07,0.0,0.1,0.04,0.0,0.0,0.8111,0.17,2023-07-31 14:30:00
0.8832,0.04,0.01,0.09,0.07,0.01,0.01,0.8144,0.16,2023-07-31 14:45:00
0.9766,0.01,0.14,0.1,0.33,0.01,0.01,0.8043,0.23,2023-07-31 15:00:00
0.9806,0.0,0.22,0.1,0.44,0.01,0.01,0.7841,0.26,2023-07-31 15:15:00
0.9613,0.07,0.08,0.1,0.23,0.01,0.01,0.7841,0.26,2023-07-31 15:30:00
0.9807,0.04,0.07,0.1,0.2,0.0,0.0,0.7807,0.2,2023-07-31 15:45:00
0.9469,0.06,0.07,0.09,0.18,0.01,0.01,0.7807,0.22,2023-07-31 16:00:00
0.9938,0.29,0.0,0.1,0.07,0.0,0.0,0.8043,0.41,2023-07-31 16:15:00
0.9925,0.33,0.0,0.1,0.06,0.0,0.0,0.8313,0.44,2023-07-31 16:30:00
0.9886,0.11,0.0,0.1,0.06,0.0,0.0,0.8414,0.21,2023-07-31 16:45:00
0.99,0.04,0.0,0.1,0.05,0.0,0.0,0.8448,0.15,2023-07-31 17:00:00
0.9864,0.05,0.0,0.1,0.04,0.0,0.0,0.8515,0.14,2023-07-31 17:15:00
0.9838,0.02,0.0,0.1,0.03,0.0,0.0,0.8482,0.07,2023-07-31 17:30:00
0.9817,0.01,0.0,0.1,0.03,0.0,0.0,0.8482,0.06,2023-07-31 17:45:00
0.9835,0.01,0.0,0.1,0.03,0.0,0.0,0.8448,0.04,2023-07-31 18:00:00
0.9871,0.01,0.0,0.1,0.04,0.0,0.0,0.8414,0.05,2023-07-31 18:15:00
0.9853,0.01,0.0,0.1,0.03,0.0,0.0,0.8381,0.06,2023-07-31 18:30:00
0.9875,0.01,0.1,0.1,0.14,0.0,0.0,0.8279,0.07,2023-07-31 18:45:00
0.9908,0.01,0.03,0.1,0.08,0.0,0.0,0.8246,0.07,2023-07-31 19:00:00
0.998,0.0,0.35,0.1,0.39,0.0,0.0,0.7942,0.08,2023-07-31 19:15:00
0.9924,0.0,0.13,0.1,0.16,0.0,0.0,0.7841,0.06,2023-07-31 19:30:00
0.9937,0.0,0.07,0.1,0.07,0.0,0.0,0.7774,0.04,2023-07-31 19:45:00
0.9933,0.0,0.07,0.1,0.06,0.0,0.0,0.7706,0.03,2023-07-31 20:00:00
0.9956,0.0,0.1,0.1,0.08,0.0,0.0,0.7605,0.01,2023-07-31 20:15:00
0.9937,0.0,0.26,0.1,0.23,0.0,0.0,0.7403,0.01,2023-07-31 20:30:00
0.9975,0.0,0.38,0.1,0.36,0.0,0.0,0.7065,0.0,2023-07-31 20:45:00
0.996,0.0,0.13,0.1,0.1,0.0,0.0,0.6964,0.0,2023-07-31 21:00:00
0.9955,0.0,0.13,0.1,0.1,0.0,0.0,0.6863,0.0,2023-07-31 21:15:00
0.9904,0.0,0.12,0.1,0.1,0.0,0.0,0.6728,0.0,2023-07-31 21:30:00
0.9891,0.0,0.09,0.1,0.07,0.0,0.0,0.6661,0.0,2023-07-31 21:45:00
0.9938,0.0,0.08,0.1,0.06,0.0,0.0,0.6593,0.0,2023-07-31 22:00:00
0.9928,0.0,0.08,0.1,0.05,0.0,0.0,0.6526,0.0,2023-07-31 22:15:00
0.9929,0.0,0.19,0.1,0.16,0.0,0.0,0.6357,0.0,2023-07-31 22:30:00
0.9975,0.0,0.48,0.1,0.45,0.0,0.0,0.5885,0.0,2023-07-31 22:45:00
0.9748,0.0,0.07,0.1,0.04,0.0,0.0,0.5852,0.0,2023-07-31 23:00:00
0.9951,0.0,0.09,0.1,0.06,0.0,0.0,0.575,0.0,2023-07-31 23:15:00
0.9957,0.0,0.18,0.1,0.15,0.0,0.0,0.5616,0.0,2023-07-31 23:30:00
0.9987,0.0,0.44,0.1,0.41,0.0,0.0,0.5245,0.0,2023-07-31 23:45:00
0.9894,0.0,0.09,0.1,0.06,0.0,0.0,0.5177,0.0,2023-08-01 00:00:00
0.9942,0.0,0.08,0.1,0.06,0.0,0.0,0.511,0.0,2023-08-01 00:15:00
0.994,0.0,0.08,0.1,0.05,0.0,0.0,0.5042,0.0,2023-08-01 00:30:00
0.9931,0.0,0.08,0.1,0.05,0.0,0.0,0.4975,0.0,2023-08-01 00:45:00
0.9933,0.0,0.07,0.1,0.05,0.0,0.0,0.4907,0.0,2023-08-01 01:00:00
0.9945,0.0,0.09,0.1,0.07,0.0,0.0,0.4806,0.0,2023-08-01 01:15:00
0.9947,0.0,0.08,0.1,0.06,0.0,0.0,0.4739,0.0,2023-08-01 01:30:00
0.9934,0.0,0.08,0.1,0.05,0.0,0.0,0.4671,0.0,2023-08-01 01:45:00
0.9938,0.0,0.08,0.1,0.05,0.0,0.0,0.4604,0.0,2023-08-01 02:00:00
0.993,0.0,0.07,0.1,0.05,0.0,0.0,0.4537,0.0,2023-08-01 02:15:00
0.9948,0.0,0.08,0.1,0.06,0.0,0.0,0.4469,0.0,2023-08-01 02:30:00
0.9651,0.0,0.07,0.1,0.05,0.0,0.0,0.4402,0.0,2023-08-01 02:45:00
0.9214,0.0,0.06,0.1,0.04,0.0,0.0,0.4368,0.0,2023-08-01 03:00:00
0.8905,0.0,0.05,0.1,0.03,0.0,0.0,0.4301,0.0,2023-08-01 03:15:00
0.9013,0.0,0.05,0.1,0.03,0.0,0.0,0.4267,0.0,2023-08-01 03:30:00
0.9365,0.0,0.06,0.1,0.04,0.0,0.0,0.4199,0.0,2023-08-01 03:45:00
0.9229,0.0,0.06,0.1,0.04,0.0,0.0,0.4166,0.0,2023-08-01 04:00:00
0.9956,0.0,0.31,0.1,0.28,0.0,0.0,0.3862,0.0,2023-08-01 04:15:00
0.9924,0.0,0.27,0.1,0.25,0.0,0.0,0.3626,0.0,2023-08-01 04:30:00
0.9147,0.0,0.06,0.1,0.04,0.0,0.0,0.3559,0.0,2023-08-01 04:45:00
0.9953,0.0,0.09,0.1,0.07,0.0,0.0,0.3491,0.0,2023-08-01 05:00:00
0.9919,0.0,0.09,0.1,0.07,0.0,0.0,0.339,0.0,2023-08-01 05:15:00
0.9974,0.0,0.29,0.1,0.27,0.0,0.0,0.312,0.0,2023-08-01 05:30:00
0.9967,0.0,0.23,0.1,0.2,0.0,0.0,0.2884,0.0,2023-08-01 05:45:00
0.9935,0.0,0.08,0.1,0.06,0.0,0.0,0.2817,0.0,2023-08-01 06:00:00
0.9936,0.0,0.08,0.1,0.05,0.0,0.0,0.2716,0.0,2023-08-01 06:15:00
0.9928,0.0,0.07,0.1,0.05,0.0,0.0,0.2648,0.0,2023-08-01 06:30:00
0.9919,0.0,0.07,0.1,0.05,0.0,0.0,0.2547,0.01,2023-08-01 06:45:00
0.9925,0.0,0.05,0.1,0.06,0.0,0.0,0.2513,0.03,2023-08-01 07:00:00
